# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost	variants_effect_inframe_deletion	variants_effect_inframe_deletion+splice_region_variant	variants_effect_inframe_insertion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_non_coding_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant+non_coding_exon_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_region_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+non_coding_exon_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_NONE	total_score_NONE	length_NONE	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM	bases_affected_UTR_3_PRIME	total_score_UTR_3_PRIME	length_UTR_3_PRIME	bases_affected_UTR_5_PRIME	total_score_UTR_5_PRIME	length_UTR_5_PRIME
GAL3ST1	ENSG00000128242	ENST00000423371	protein_coding	0	8	6	19	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	12	0	5000	14	0	140	1	0	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000426220	protein_coding	0	7	6	20	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	13	0	5000	13	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000427899	protein_coding	0	10	8	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	8	0	5000	17	0	140	1	0	1165	0	0	0	0	0	0	0	0	0	1	0	360	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000428682	protein_coding	0	7	6	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	5000	13	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000431313	protein_coding	0	13	9	18	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	4	0	5000	22	0	140	1	0	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000437282	protein_coding	0	11	8	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	5000	19	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000441967	protein_coding	0	14	9	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	5000	23	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000443111	protein_coding	0	41	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	26	0	140	1	0	1168	28	0	42	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000443136	protein_coding	0	9	7	17	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	10	0	5000	16	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000445645	protein_coding	0	6	4	23	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	6	16	0	5000	9	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	1	0	96	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000447224	protein_coding	0	7	6	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	5000	13	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000448604	protein_coding	0	5	4	24	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	17	0	5000	9	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000452827	protein_coding	0	12	8	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	5000	20	0	140	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000453479	protein_coding	0	7	6	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	5000	13	0	469	1	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALR3	ENSG00000128310	ENST00000249041	protein_coding	0	37	16	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	24	0	773	1	0	957	28	0	264	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	25
GAS2L1	ENSG00000185340	ENST00000341313	protein_coding	0	12	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	1267	6	0	92	8	0	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000360113	protein_coding	0	12	7	18	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	11	0	108	10	0	727	8	0	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000403764	protein_coding	0	4	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	172	6	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000406549	protein_coding	0	12	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	172	6	0	92	8	0	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000407647	protein_coding	0	4	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	172	6	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000407854	protein_coding	0	4	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	172	6	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000416823	protein_coding	0	3	3	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	5000	6	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000428622	protein_coding	0	3	3	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	0	5000	6	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000471961	protein_coding	0	4	11	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	5000	15	0	172	6	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000487341	retained_intron	0	0	0	21	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSG00000185340	ENST00000491016	retained_intron	0	0	0	29	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	5000	5	0	281	5	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000404953	protein_coding	0	1	3	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	3	0	188	14	0	608	0	0	0	0	0	0	0	0	0	1	0	83	0	0	0	23	0	5000	0	0	0	2	0	110
GATSL3	ENSG00000239282	ENST00000407689	protein_coding	0	2	3	38	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	23	0	0	0	4	0	188	13	0	608	0	0	0	0	0	0	0	0	0	1	0	83	0	0	0	23	0	5000	0	0	0	2	0	130
GATSL3	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	0	0	0	46	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	5000	3	0	188	9	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5000	3	0	188	0	0	0
GATSL3	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	0	1	0	49	5	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	3	0	5000	6	0	238	10	0	1824	0	0	0	0	0	0	0	0	0	1	0	83	0	0	0	23	0	5000	5	0	172	2	0	125
GATSL3	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	0	0	0	48	3	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	6	0	5000	6	0	248	8	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	3	0	188	2	0	43
GATSL3	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	0	0	0	44	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	0	5000	2	0	200	4	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5000	1	0	188	0	0	0
GATSL3	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	0	0	46	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	3	0	185	17	0	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	1	0	172	2	0	72
GATSL3	ENSG00000239282	ENST00000459785	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000463795	retained_intron	0	0	0	43	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	7	0	5000	6	0	147	7	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000464854	processed_transcript	0	0	0	37	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	0	5000	1	0	188	2	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000471480	retained_intron	0	0	0	43	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	7	0	5000	8	0	162	5	0	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000492159	retained_intron	0	0	0	43	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	11	0	5000	3	0	476	3	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000497605	retained_intron	0	0	0	43	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	0	5000	8	0	147	7	0	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000498572	processed_transcript	0	0	0	43	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	0	5000	4	0	250	3	0	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	5000	0	0	0	0	0	0
GCAT	ENSG00000100116	ENST00000248924	protein_coding	4	13	18	27	1	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	19	18	0	0	4	0	0	0	1	0	1	0	0	0	0	1	0	0	0	7	5	0	0	0	28	0	331	19	0	245	4	0	6	0	0	0	1	0	2	1	0	6	0	0	0	5	0	5000	1	0	179	3	0	56
GCAT	ENSG00000100116	ENST00000323205	protein_coding	4	13	19	26	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	19	19	0	0	4	0	0	0	1	0	1	0	0	0	0	1	0	0	0	7	5	0	0	0	29	0	159	19	0	203	4	0	6	0	0	0	1	0	2	1	0	6	0	0	0	5	0	5000	0	0	0	3	0	63
GCAT	ENSG00000100116	ENST00000415371	processed_transcript	0	0	0	57	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	0	5000	8	0	102	8	0	4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0
GCAT	ENSG00000100116	ENST00000426858	nonsense_mediated_decay	1	2	0	60	4	1	1	0	0	0	25	0	0	0	0	0	0	0	0	0	14	0	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	25	0	5000	10	0	147	14	0	1516	0	0	0	0	0	0	1	0	2	1	0	6	0	0	0	6	0	5000	4	0	147	2	0	30
GCAT	ENSG00000100116	ENST00000445195	protein_coding	1	2	7	48	0	1	2	0	0	0	36	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	36	0	5000	9	0	102	5	0	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	3	0	52
GCAT	ENSG00000100116	ENST00000451984	protein_coding	0	3	7	47	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	33	0	5000	10	0	333	6	0	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0
GCAT	ENSG00000100116	ENST00000478203	retained_intron	0	0	0	57	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	0	5000	10	0	190	6	0	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	66	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	25	0	964	25	0	85	52	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000326597	protein_coding	0	1	0	22	0	1	1	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5000	0	0	0	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000337437	protein_coding	0	88	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	29	0	963	20	0	85	71	0	27	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	100	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	29	0	964	20	0	85	83	0	27	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	17	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	29	0	111	20	0	85	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000405147	protein_coding	0	1	0	20	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	5000	1	0	76	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	17	13	21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	28	0	963	20	0	85	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000411501	protein_coding	0	1	0	22	0	1	1	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5000	0	0	0	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000413251	protein_coding	0	2	2	24	0	1	1	0	0	0	17	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	5000	3	0	101	6	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000414350	protein_coding	0	5	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	5000	1	0	1199	3	0	2647	4	0	2686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000423024	protein_coding	0	2	2	24	0	1	1	0	0	0	17	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	5000	3	0	101	6	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000429218	protein_coding	0	2	2	24	0	1	1	0	0	0	17	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	5000	3	0	101	6	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000431745	protein_coding	0	1	0	15	0	1	1	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000439161	protein_coding	0	1	0	22	0	1	1	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5000	0	0	0	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000447515	protein_coding	0	1	0	17	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5000	0	0	0	5	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000449944	protein_coding	0	3	4	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	5000	7	0	141	10	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000453208	protein_coding	0	1	1	24	0	1	1	0	0	0	17	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	5000	1	0	124	6	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	76
GGA1	ENSG00000100083	ENST00000460957	retained_intron	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	13	0	77	3	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5000	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000463672	retained_intron	0	0	0	30	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	5000	6	0	302	1	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5000	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000475445	retained_intron	0	1	0	35	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	15	0	5000	4	0	1366	2	0	720	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	14	0	5000	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000481613	retained_intron	0	0	0	26	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	5000	6	0	365	4	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000484804	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000488672	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
